#{"t_start": 1679522697.2638795, "env_id": "CarRacing-v0"}
r,l,t
733.333333,1000,66.192894
661.904762,1000,127.780541
788.888889,1000,194.857413
876.190476,1000,255.702735
910.4,896,313.826288
940.4,596,349.09429
920.8,792,401.093307
804.761905,1000,463.499345
669.84127,1000,525.895226
796.825397,1000,588.304464
828.571429,1000,652.630406
942.3,577,687.372447
943.1,569,722.374033
920.2,798,767.574095
955.0,450,796.505512
534.920635,1000,858.785695
950.1,499,890.782469
961.8,382,916.864998
741.269841,1000,980.188035
844.444444,1000,1044.267072
820.634921,1000,1108.254194
962.2,378,1136.55313
908.0,920,1193.45327
957.7,423,1222.314668
958.8,412,1250.449835
868.253968,1000,1316.440306
296.825397,1000,1382.879017
947.9,521,1416.519217
447.619048,1000,1484.684317
941.9,581,1526.178694
916.6,834,1584.833059
273.015873,1000,1650.840607
959.5,405,1670.169269
964.1,359,1696.374696
963.8,362,1722.01319
967.1,329,1738.188686
947.8,522,1772.11355
923.2,768,1825.524005
960.6,394,1853.242967
944.4,556,1887.486733
929.9,701,1929.575932
916.2,838,1984.890383
959.8,402,2011.861302
