#{"t_start": 1679579456.5385897, "env_id": "CarRacing-v0"}
r,l,t
60.839161,1000,45.075078
47.368421,1000,85.558449
25.0,1000,129.333658
29.963899,1000,173.005156
51.419558,1000,216.914207
-73.509934,1000,261.777974
-78.10219,1000,307.417674
-82.817869,1000,352.414501
-80.0,1000,397.694339
-77.124183,1000,443.895571
-83.606557,1000,490.094699
-83.870968,1000,535.321169
-79.865772,1000,580.972647
-83.221477,1000,628.622014
-79.452055,1000,675.969947
-80.456026,1000,721.697877
-78.181818,1000,768.057052
-68.641115,1000,812.986843
-84.47205,1000,859.477549
-69.283276,1000,905.229727
-78.571429,1000,952.69883
-82.698962,1000,993.922717
-80.620155,1000,1039.773362
-79.591837,1000,1085.155852
-85.714286,1000,1131.575857
-64.028777,1000,1177.445946
-79.381443,1000,1223.963286
-73.214286,1000,1270.670976
-81.873112,1000,1316.59189
-61.672474,1000,1362.451173
-82.935154,1000,1407.91469
-72.222222,1000,1453.493285
-81.412639,1000,1503.858392
-79.674797,1000,1549.594094
-65.753425,1000,1598.655905
-75.265018,1000,1644.264631
-83.221477,1000,1694.147386
-79.79798,1000,1741.248442
-76.0,1000,1789.583401
-84.27673,1000,1839.645521
-81.072555,1000,1886.644579
-77.346278,1000,1934.625752
-78.947368,1000,1976.535774
-73.244147,1000,2027.915478
-82.332155,1000,2097.427193
-80.13245,1000,2161.84218
-83.713355,1000,2225.731419
-76.666667,1000,2291.433008
-81.424149,1000,2359.948244
-79.452055,1000,2425.543371
-74.452555,1000,2487.397397
-69.111969,1000,2551.889945
-78.647687,1000,2611.357855
-75.177305,1000,2670.934129
-84.423676,1000,2731.626297
-77.491961,1000,2791.487791
-72.125436,1000,2852.434555
-83.333333,1000,2913.455248
-80.46875,1000,2974.592699
-67.032967,1000,3035.415607
-61.672474,1000,3096.904892
-56.521739,1000,3158.555573
-73.684211,1000,3219.852518
-79.381443,1000,3271.885269
-79.310345,1000,3331.167626
-71.311475,1000,3391.616849
-79.93311,1000,3452.4207
-81.191223,1000,3519.975955
-64.912281,1000,3579.299256
-79.310345,1000,3640.05975
-77.695167,1000,3702.511695
-81.203008,1000,3763.330252
-82.758621,1000,3823.548456
-78.021978,1000,3885.261996
-78.181818,1000,3945.113957
-82.638889,1000,4005.263525
-82.935154,1000,4069.669445
-81.481481,1000,4126.780489
-81.012658,1000,4183.064013
-82.758621,1000,4239.870178
-78.328173,1000,4295.771023
-78.647687,1000,4350.956603
-70.909091,1000,4407.760074
-68.965517,1000,4466.339938
-69.178082,1000,4523.027876
-72.027972,1000,4574.703988
-82.517483,1000,4630.572647
