#{"t_start": 1679529352.5524905, "env_id": "CarRacing-v0"}
r,l,t
167.657993,1000,50.403841
383.992467,1000,99.163915
250.202429,1000,149.462457
257.615894,1000,200.184759
407.216495,1000,249.594255
172.394881,1000,303.79997
119.858156,1000,355.733561
152.991453,1000,407.18511
271.900826,1000,459.366589
492.380952,1000,511.214984
391.053678,1000,563.150534
144.821092,1000,616.926675
304.358354,1000,669.274963
362.921348,1000,721.188186
64.444444,1000,773.975386
228.214971,1000,826.475537
496.837945,1000,879.019213
419.114688,1000,933.868894
279.699248,1000,986.364219
200.314465,1000,1039.4439
165.57377,1000,1092.785632
323.440454,1000,1140.012266
444.715447,1000,1191.63226
441.414141,1000,1244.144503
269.70684,1000,1297.294324
260.856269,1000,1351.028987
101.005025,1000,1405.742458
375.382003,1000,1460.984552
418.010292,1000,1514.143577
332.659933,1000,1567.877198
448.75717,1000,1620.635979
214.102564,1000,1673.274208
201.26183,1000,1725.708615
382.539683,1000,1778.59873
323.986486,1000,1833.083753
503.585657,1000,1883.884927
333.73494,1000,1935.891841
425.684932,1000,1986.848499
164.248705,1000,2038.579197
316.798732,1000,2090.999684
290.39039,1000,2143.706368
399.036609,1000,2198.54804
313.001912,1000,2245.818872
409.635974,1000,2297.448008
302.618658,1000,2349.540701
385.265226,1000,2402.054673
295.683453,1000,2453.605664
195.620438,1000,2506.896948
479.591837,1000,2558.215137
323.625255,1000,2609.72634
715.420561,1000,2661.801821
179.369628,1000,2713.99947
305.357143,1000,2764.659613
385.815603,1000,2815.330404
394.037479,1000,2868.481256
116.133942,1000,2922.630783
237.13355,1000,2975.062744
454.89022,1000,3026.963392
379.128857,1000,3078.298234
392.907801,1000,3130.233862
472.265625,1000,3181.641711
567.431193,1000,3233.275176
559.137577,1000,3285.526245
228.185328,1000,3331.620462
145.647969,1000,3384.138682
376.470588,1000,3435.217219
537.130802,1000,3487.245298
358.252427,1000,3539.158179
409.191176,1000,3591.392151
398.091603,1000,3644.418674
197.348485,1000,3696.537313
313.087935,1000,3748.864253
275.0,1000,3801.652911
282.47012,1000,3854.371763
440.636042,1000,3909.156291
496.153846,1000,3961.62289
291.862955,1000,4013.965677
139.382239,1000,4065.203777
565.882353,1000,4116.971518
220.0,1000,4169.437964
131.660232,1000,4220.990559
298.198198,1000,4272.607985
370.134875,1000,4324.939955
474.642127,1000,4376.740401
75.889328,1000,4428.524018
316.666667,1000,4474.781268
147.452693,1000,4527.548625
248.056537,1000,4580.135944
497.510373,1000,4631.626161
18.110236,1000,4683.162754
401.650165,1000,4734.913858
269.3086,1000,4786.897851
302.597403,1000,4838.144042
108.494208,1000,4890.166207
101.596806,1000,4941.068004
307.331976,1000,4993.021835
-90.577973,706,5029.2985
488.235294,1000,5080.836795
-77.954704,791,5123.371274
209.119011,1000,5175.403741
283.471074,1000,5227.520104
77.474403,1000,5279.885202
31.386861,1000,5332.980281
292.0,1000,5386.000423
271.308017,1000,5438.389503
417.958412,1000,5490.047086
229.749104,1000,5542.219536
148.031496,1000,5588.90097
79.936306,1000,5641.003687
142.530756,1000,5693.530119
140.44586,1000,5745.669142
235.559265,1000,5798.389664
126.487524,1000,5850.962461
190.215589,1000,5903.11484
319.475655,1000,5954.718231
156.029685,1000,6005.653393
153.29429,1000,6057.752602
289.140271,1000,6110.228202
271.900826,1000,6164.448108
300.428266,1000,6215.605627
48.984199,1000,6267.773282
87.5,1000,6321.724844
153.075571,1000,6376.146876
123.300971,1000,6430.036964
388.888889,1000,6482.471957
