#{"t_start": 1679525511.2657306, "env_id": "CarRacing-v0"}
r,l,t
141.935484,1000,61.918019
841.935484,1000,121.701403
85.185185,1000,182.271172
767.256637,1000,246.047386
874.358974,1000,316.584442
685.714286,1000,379.531855
777.04918,1000,441.087998
675.862069,1000,505.181647
582.539683,1000,567.943213
742.105263,1000,629.644437
856.20438,1000,691.733125
734.862385,1000,753.3817
740.0,1000,818.159521
851.807229,1000,880.330522
891.666667,1000,942.807479
685.185185,1000,1004.051135
867.213115,1000,1063.075484
831.818182,1000,1123.753067
874.683544,1000,1183.738646
911.7,883,1228.630369
780.34188,1000,1288.083183
876.470588,1000,1347.080511
893.506494,1000,1407.597867
798.148148,1000,1470.658439
909.5,905,1529.055416
872.477064,1000,1588.03579
882.300885,1000,1646.325919
817.910448,1000,1706.084786
845.454545,1000,1765.672836
762.59542,1000,1822.89611
832.773109,1000,1882.259766
925.5,745,1922.340717
